query_cid,query_smiles,query_energy,query_functional_group,query_formula,rank,ref_cid,ref_smiles,ref_status,distance
120886438,C1CSC2=CC=CC=C2N1C(=O)CCC(=O)N(CCC3=CC=CC=C3)CCN,-1.7949999123812859,Amine_primary,C22H27N3O2S,2,56563300,C1CN(CCC1OCC2=CC=CC=C2)C(=O)CCC(=O)N3CCSC4=CC=CC=C43,Success,0.000561
120886438,C1CSC2=CC=CC=C2N1C(=O)CCC(=O)N(CCC3=CC=CC=C3)CCN,-1.7949999123812859,Amine_primary,C22H27N3O2S,3,101177,CN1C(SCCC1=O)C2=CC=CC=C2,Success,0.000641
120886438,C1CSC2=CC=CC=C2N1C(=O)CCC(=O)N(CCC3=CC=CC=C3)CCN,-1.7949999123812859,Amine_primary,C22H27N3O2S,4,56263364,COC1=CC=C(C=C1)SCCC(=O)N2CCN(CC2)C(=O)CCCC3=CC=CC=C3,Success,0.000656
120886438,C1CSC2=CC=CC=C2N1C(=O)CCC(=O)N(CCC3=CC=CC=C3)CCN,-1.7949999123812859,Amine_primary,C22H27N3O2S,5,120886740,C1CC(=O)N(C2=CC=CC=C21)CCC(=O)N(CCC3=CC=CC=C3)CCN,Success,0.000659
144403312,C1COCCN1C(=O)C2=C(C=C(C=C2)N(/C=C(/C(=N)C3=CC=CC=C3N)\N)N)Cl,-1.7067394852640518,Aniline,C20H23ClN6O2,1,144403354,C1COCCN1C(=O)C2=C(C=C(C=C2)N(/C=C(/C(=N)C3=CC=CC=C3N)\N)N)F,Success,0.000990
144403312,C1COCCN1C(=O)C2=C(C=C(C=C2)N(/C=C(/C(=N)C3=CC=CC=C3N)\N)N)Cl,-1.7067394852640518,Aniline,C20H23ClN6O2,2,144403337,C1COCCN1C(=O)C2=CC(=C(C=C2)N(/C=C(/C(=N)C3=CC=CC=C3N)\N)N)F,Success,0.001013
144403312,C1COCCN1C(=O)C2=C(C=C(C=C2)N(/C=C(/C(=N)C3=CC=CC=C3N)\N)N)Cl,-1.7067394852640518,Aniline,C20H23ClN6O2,3,111598168,C1COC2=CC=CC=C2C1NC(=NCCNC(=O)C3=CC=C(C=C3)Cl)N,Success,0.001019
144403312,C1COCCN1C(=O)C2=C(C=C(C=C2)N(/C=C(/C(=N)C3=CC=CC=C3N)\N)N)Cl,-1.7067394852640518,Aniline,C20H23ClN6O2,4,144403389,C1COCCN1C(=O)C2=CC=C(C=C2)N(/C=C(/C(=N)C3=C(C=CC(=C3)Br)N)\N)N,Success,0.001033
144403312,C1COCCN1C(=O)C2=C(C=C(C=C2)N(/C=C(/C(=N)C3=CC=CC=C3N)\N)N)Cl,-1.7067394852640518,Aniline,C20H23ClN6O2,5,144403303,C1COCCN1C(=O)C2=CC=C(C=C2)N(/C=C(/C(=N)C3=C(C=CC(=C3)CO)N)\N)N,Success,0.001044
101280124,CCC[C@@H](C(=O)NCC(=O)N)NC(=O)[C@@H]1CCCN1C(=O)N(CCCl)N=O,-1.7405607104304863,Nitroso,C15H25ClN6O5,1,3068452,CC(C)C[C@@H](C(=O)NCC(=O)N)NC(=O)[C@@H]1CCCN1C(=O)N(CCCl)N=O,Success,0.000466
101280124,CCC[C@@H](C(=O)NCC(=O)N)NC(=O)[C@@H]1CCCN1C(=O)N(CCCl)N=O,-1.7405607104304863,Nitroso,C15H25ClN6O5,2,14210103,CC(C)[C@@H](C(=O)N)NC(=O)[C@@H]1CCCN1C(=O)N(CCCl)N=O,Success,0.000805
101280124,CCC[C@@H](C(=O)NCC(=O)N)NC(=O)[C@@H]1CCCN1C(=O)N(CCCl)N=O,-1.7405607104304863,Nitroso,C15H25ClN6O5,3,101280125,CCC[C@@H](C(=O)NCC(=O)N)NC(=O)[C@@H]1CCCN1C(=O)N(C)N=O,Success,0.000815
101280124,CCC[C@@H](C(=O)NCC(=O)N)NC(=O)[C@@H]1CCCN1C(=O)N(CCCl)N=O,-1.7405607104304863,Nitroso,C15H25ClN6O5,4,101280128,CCC[C@@H](C(=O)NCC(=O)NCCCl)NC(=O)[C@@H]1CCCN1C(=O)N(CCCl)N=O,Success,0.000921
101280124,CCC[C@@H](C(=O)NCC(=O)N)NC(=O)[C@@H]1CCCN1C(=O)N(CCCl)N=O,-1.7405607104304863,Nitroso,C15H25ClN6O5,5,101280129,CCC[C@@H](C(=O)NCC(=O)NCCCl)NC(=O)[C@@H]1CCCN1C(=O)N(C)N=O,Success,0.000936
161527286,C=CS(=O)(=O)CCC1=CC(=C(C=C1)NCC#CC2=CC(=C3C(=C2)SC(=N3)N)O)F,-2.000332981348265,Phenol,C20H18FN3O3S2,1,158882241,C=CS(=O)(=O)CCC#CC1=CC(=CC=C1)NCC#CC2=CC(=C3C(=C2)SC(=N3)N)O,Success,0.001093
161527286,C=CS(=O)(=O)CCC1=CC(=C(C=C1)NCC#CC2=CC(=C3C(=C2)SC(=N3)N)O)F,-2.000332981348265,Phenol,C20H18FN3O3S2,2,158850212,C=CS(=O)(=O)CCC1=CC=C(C=C1)NCC#CC2=CC(=C3C(=C2)SC(=N3)N)O,Success,0.001098
161527286,C=CS(=O)(=O)CCC1=CC(=C(C=C1)NCC#CC2=CC(=C3C(=C2)SC(=N3)N)O)F,-2.000332981348265,Phenol,C20H18FN3O3S2,3,138713759,C=CS(=O)(=O)NCC1=CC(=C(C=C1)NCC#CC2=CC(=C3C(=C2)SC(=N3)N)O)F,Success,0.001356
161527286,C=CS(=O)(=O)CCC1=CC(=C(C=C1)NCC#CC2=CC(=C3C(=C2)SC(=N3)N)O)F,-2.000332981348265,Phenol,C20H18FN3O3S2,4,138713874,C=CS(=O)(=O)NCC1=CC(=C(C=C1)F)NCC#CC2=CC(=C3C(=C2)SC(=N3)N)O,Success,0.001361
161527286,C=CS(=O)(=O)CCC1=CC(=C(C=C1)NCC#CC2=CC(=C3C(=C2)SC(=N3)N)O)F,-2.000332981348265,Phenol,C20H18FN3O3S2,5,138713868,C=CS(=O)(=O)NCC1=C(C(=CC=C1)NCC#CC2=CC(=C3C(=C2)SC(=N3)N)O)F,Success,0.001380
146504962,CC(C)(CCOC(C)(C)CCC(=O)NCCCC(O)(P(=O)(O)O)P(=O)(O)O)N,-1.8191375732421875,Phosphonic_acid,C15H34N2O9P2,1,174772502,CCC(CC)(CC(=O)NCO)CP(=O)(O)O,Success,0.000751
146504962,CC(C)(CCOC(C)(C)CCC(=O)NCCCC(O)(P(=O)(O)O)P(=O)(O)O)N,-1.8191375732421875,Phosphonic_acid,C15H34N2O9P2,2,158243614,C(CCCCC(=O)NCP(=O)(O)O)CCCCP(=O)(O)O,Success,0.000754
146504962,CC(C)(CCOC(C)(C)CCC(=O)NCCCC(O)(P(=O)(O)O)P(=O)(O)O)N,-1.8191375732421875,Phosphonic_acid,C15H34N2O9P2,3,162668529,C[C@H](CCC=C(C)C)CC(=O)NCCC(P(=O)(O)O)P(=O)(O)O,Success,0.000786
146504962,CC(C)(CCOC(C)(C)CCC(=O)NCCCC(O)(P(=O)(O)O)P(=O)(O)O)N,-1.8191375732421875,Phosphonic_acid,C15H34N2O9P2,4,162664256,C[C@@H](CCC=C(C)C)CC(=O)NCCC(P(=O)(O)O)P(=O)(O)O,Success,0.000788
146504962,CC(C)(CCOC(C)(C)CCC(=O)NCCCC(O)(P(=O)(O)O)P(=O)(O)O)N,-1.8191375732421875,Phosphonic_acid,C15H34N2O9P2,5,174755358,CCCC(CC)(CP(=O)(O)O)C(=O)NCO,Success,0.000795
70182809,C12=NC(=O)N(C1=NC(=O)NC2=O)S(=O)(=O)O,-1.7762224376202767,Sulfonic_acid,C5H2N4O6S,1,70586116,C12=NC(=O)N=C1N(C(=O)NC2=O)S(=O)(=O)O,Success,0.002085
70182809,C12=NC(=O)N(C1=NC(=O)NC2=O)S(=O)(=O)O,-1.7762224376202767,Sulfonic_acid,C5H2N4O6S,2,174959183,C12=NC(=O)NC13N(C(=O)N(C2=O)O3)S(=O)(=O)O,Success,0.002813
70182809,C12=NC(=O)N(C1=NC(=O)NC2=O)S(=O)(=O)O,-1.7762224376202767,Sulfonic_acid,C5H2N4O6S,3,153642176,C1(=O)C(=NC(=O)N1)S(=O)(=O)O,Success,0.003406
70182809,C12=NC(=O)N(C1=NC(=O)NC2=O)S(=O)(=O)O,-1.7762224376202767,Sulfonic_acid,C5H2N4O6S,4,57048323,C1=C(C(=O)NC(=O)N1N(C(=O)N)N=O)F,Success,0.003480
70182809,C12=NC(=O)N(C1=NC(=O)NC2=O)S(=O)(=O)O,-1.7762224376202767,Sulfonic_acid,C5H2N4O6S,5,23422198,C12C(=NC(=O)NC1=O)NC(=O)C(=N2)C(=O)O,Success,0.003639
111939003,CN=C(NCC1=CC(=CC=C1)NC(=O)N2CCCC2)NCC3=CSC=C3,-1.732023328542823,Urea,C19H25N5OS,1,111258601,CN=C(NCC1=CC(=CC=C1)NC(=O)N2CCCC2)NCC3=CC=CS3,Success,0.000241
111939003,CN=C(NCC1=CC(=CC=C1)NC(=O)N2CCCC2)NCC3=CSC=C3,-1.732023328542823,Urea,C19H25N5OS,2,111940753,CCNC(=NCC1=CSC=C1)NCC2=CC(=CC=C2)NC(=O)N3CCCC3,Success,0.000538
111939003,CN=C(NCC1=CC(=CC=C1)NC(=O)N2CCCC2)NCC3=CSC=C3,-1.732023328542823,Urea,C19H25N5OS,3,111076644,C1CCN(C1)C(=O)NC2=CC=CC(=C2)CN=C(N)NCCC3=CC=CS3,Success,0.000590
111939003,CN=C(NCC1=CC(=CC=C1)NC(=O)N2CCCC2)NCC3=CSC=C3,-1.732023328542823,Urea,C19H25N5OS,4,111259323,CCNC(=NCC1=CC(=CC=C1)NC(=O)N2CCCC2)NCC3=CC=CS3,Success,0.000606
111939003,CN=C(NCC1=CC(=CC=C1)NC(=O)N2CCCC2)NCC3=CSC=C3,-1.732023328542823,Urea,C19H25N5OS,5,163724515,CC1=CC(=NCCCN(C)C)NC(N1)NC(=O)NC2=CC=C(C=C2)C3=CC=CC=C3,Success,0.000741
166812186,CN1C(=O)C2=C(C(=C(C=C2)OCCN)OC)N=C1NC(=O)C3=CN=C(N=C3)N,-1.8771349936724846,Amine_primary,C17H19N7O4,1,166812184,CN1C(=O)C2=C(C(=C(C=C2)OCCNS)OC)N=C1NC(=O)C3=CN=C(N=C3)N,Success,0.000865
166812186,CN1C(=O)C2=C(C(=C(C=C2)OCCN)OC)N=C1NC(=O)C3=CN=C(N=C3)N,-1.8771349936724846,Amine_primary,C17H19N7O4,2,166812162,CN1C(=O)C2=C(C(=C(C=C2)OCCS(=O)N)OC)N=C1NC(=O)C3=CN=C(N=C3)N,Success,0.000978
166812186,CN1C(=O)C2=C(C(=C(C=C2)OCCN)OC)N=C1NC(=O)C3=CN=C(N=C3)N,-1.8771349936724846,Amine_primary,C17H19N7O4,3,166812190,CCOC1=C(C2=C(C=C1)C(=O)N(C(=N2)NC(=O)C3=CN=C(N=C3)N)C)OC,Success,0.001038
166812186,CN1C(=O)C2=C(C(=C(C=C2)OCCN)OC)N=C1NC(=O)C3=CN=C(N=C3)N,-1.8771349936724846,Amine_primary,C17H19N7O4,4,136990393,CNC1=NC2=C(C(=C(C=C2)OC)OC)C(=O)N1,Success,0.001093
166812186,CN1C(=O)C2=C(C(=C(C=C2)OCCN)OC)N=C1NC(=O)C3=CN=C(N=C3)N,-1.8771349936724846,Amine_primary,C17H19N7O4,5,166812108,CN1C(=O)C2=C(C(=C(C=C2)OCCN)OC)N=C1NC(=O)C3=CN=C(C=C3)N,Success,0.001130
137178609,CC(=NN=CC1=CC=CC=C1)C2=C(NNC2=O)CCNC3=CC=C(C=C3)Cl,-1.7424647510054,Azine,C20H20ClN5O,1,4278150,CC1=C(C=C(C=C1)NC=C2C(=C)NN(C2=O)C3=CC=C(C=C3)Cl)C,Success,0.001009
137178609,CC(=NN=CC1=CC=CC=C1)C2=C(NNC2=O)CCNC3=CC=C(C=C3)Cl,-1.7424647510054,Azine,C20H20ClN5O,2,4294744,CC1=CC(=C(C=C1)C)NC=C2C(=C)NN(C2=O)C3=CC(=CC=C3)Cl,Success,0.001021
137178609,CC(=NN=CC1=CC=CC=C1)C2=C(NNC2=O)CCNC3=CC=C(C=C3)Cl,-1.7424647510054,Azine,C20H20ClN5O,3,3325749,CC1=C(C=C(C=C1)NC=C2C(=C)NN(C2=O)C3=CC(=CC=C3)Cl)C,Success,0.001026
137178609,CC(=NN=CC1=CC=CC=C1)C2=C(NNC2=O)CCNC3=CC=C(C=C3)Cl,-1.7424647510054,Azine,C20H20ClN5O,4,3325746,CC1=C(C=C(C=C1)N2C(=O)C(=CNC3=CC(=CC=C3)Cl)C(=C)N2)C,Success,0.001031
137178609,CC(=NN=CC1=CC=CC=C1)C2=C(NNC2=O)CCNC3=CC=C(C=C3)Cl,-1.7424647510054,Azine,C20H20ClN5O,5,55626983,C1CCN(C1)C2=CC=CC=C2NC(=O)C3=CC(=NN3)C4=CC(=CC=C4)Cl,Success,0.001031
57028026,CC(=NN=C(N)N)C1=CC=C(C=C1)N=C(NN=C(N)N)N(C2=CC=CC=C2)C(=O)C,-1.9304987788201515,Azine,C19H24N10O,1,415425,CC1=CC=C(C=C1)N=CNN=C(N)N,Success,0.001051
57028026,CC(=NN=C(N)N)C1=CC=C(C=C1)N=C(NN=C(N)N)N(C2=CC=CC=C2)C(=O)C,-1.9304987788201515,Azine,C19H24N10O,2,54042551,CC(=O)NC1=CC=CC=C1C=NN=C(N)N,Success,0.001053
57028026,CC(=NN=C(N)N)C1=CC=C(C=C1)N=C(NN=C(N)N)N(C2=CC=CC=C2)C(=O)C,-1.9304987788201515,Azine,C19H24N10O,3,175288467,CC(=O)NC(=NNC1=CC=C(C=C1)N)N,Success,0.001087
57028026,CC(=NN=C(N)N)C1=CC=C(C=C1)N=C(NN=C(N)N)N(C2=CC=CC=C2)C(=O)C,-1.9304987788201515,Azine,C19H24N10O,4,248401,CC(=O)NC1=CC=C(C=C1)C=NN=C(N)N,Success,0.001111
57028026,CC(=NN=C(N)N)C1=CC=C(C=C1)N=C(NN=C(N)N)N(C2=CC=CC=C2)C(=O)C,-1.9304987788201515,Azine,C19H24N10O,5,249523,CC(=NN=C(N)N)C1=CN=CC=C1,Success,0.001125
136254440,C1=CC(=CC=C1C(F)(F)F)NC(=S)N/N=C/C2=C(NC(=S)NC2=O)O,-1.7165023684501648,Hydrazone,C13H10F3N5O2S2,1,172022188,C1=CC(=CC=C1C(F)(F)F)NC(=S)NN=CC2=C(NC(=S)NC2=O)O,Success,0.000828
136254440,C1=CC(=CC=C1C(F)(F)F)NC(=S)N/N=C/C2=C(NC(=S)NC2=O)O,-1.7165023684501648,Hydrazone,C13H10F3N5O2S2,2,136260466,C1=CC(=CC(=C1)NC(=S)N/N=C/C2=C(NC(=O)NC2=O)O)C(F)(F)F,Success,0.001534
136254440,C1=CC(=CC=C1C(F)(F)F)NC(=S)N/N=C/C2=C(NC(=S)NC2=O)O,-1.7165023684501648,Hydrazone,C13H10F3N5O2S2,3,135781694,C1=CC(=CC(=C1)N2C(=C(C(=O)NC2=S)/C=N\NC(=O)N)O)C(F)(F)F,Success,0.001722
136254440,C1=CC(=CC=C1C(F)(F)F)NC(=S)N/N=C/C2=C(NC(=S)NC2=O)O,-1.7165023684501648,Hydrazone,C13H10F3N5O2S2,4,172022187,C1=CC(=CC(=C1)NC(=S)NN=CC2=C(NC(=O)NC2=O)O)C(F)(F)F,Success,0.001810
136254440,C1=CC(=CC=C1C(F)(F)F)NC(=S)N/N=C/C2=C(NC(=S)NC2=O)O,-1.7165023684501648,Hydrazone,C13H10F3N5O2S2,5,165524782,C1=CC(=CC=C1C2=C(NC(=S)NC2=O)N)C(F)(F)F,Success,0.001829
144469506,C1=C(C2=C(N1)C(=O)NC(=N2)Cl)CNC(CO)COP(O)O,-1.7913356870413963,Phosphite,C10H14ClN4O5P,1,136254432,C1=C(C2=C(N1)C(=O)NC(=N2)Cl)CNC(CO)COP(=O)(O)O,Success,0.000720
144469506,C1=C(C2=C(N1)C(=O)NC(=N2)Cl)CNC(CO)COP(O)O,-1.7913356870413963,Phosphite,C10H14ClN4O5P,2,136254429,C1=C(C2=C(N1)C(=O)NC(=N2)N)CN[C@@H](CO)COP(=O)(O)O,Success,0.001622
144469506,C1=C(C2=C(N1)C(=O)NC(=N2)Cl)CNC(CO)COP(O)O,-1.7913356870413963,Phosphite,C10H14ClN4O5P,3,136239462,C1=C(C2=C(N1)C(=O)NC(=N2)N)CN[C@H](CO)COP(=O)(O)O,Success,0.001629
144469506,C1=C(C2=C(N1)C(=O)NC(=N2)Cl)CNC(CO)COP(O)O,-1.7913356870413963,Phosphite,C10H14ClN4O5P,4,137129847,C1C[C@@H](O[C@@H]1COP(=S)(O)O)N2CNC3=C2N=C(NC3=O)N,Success,0.001637
144469506,C1=C(C2=C(N1)C(=O)NC(=N2)Cl)CNC(CO)COP(O)O,-1.7913356870413963,Phosphite,C10H14ClN4O5P,5,166863511,C1=NC2=C(C(=O)N1)N=CN2CCC(C(COP(=S)(O)O)O)O,Success,0.001681
18486510,C1=C(NC=N1)CC(C(=O)NC(CO)C(=O)O)NC(=O)C(CS)NC(=O)CN,-1.8239143788814545,Sulfide_thioether,C14H22N6O6S,1,18487981,C1=C(NC=N1)CC(C(=O)NC(CS)C(=O)NC(CO)C(=O)O)NC(=O)CN,Success,0.000002
18486510,C1=C(NC=N1)CC(C(=O)NC(CO)C(=O)O)NC(=O)C(CS)NC(=O)CN,-1.8239143788814545,Sulfide_thioether,C14H22N6O6S,2,18490801,C1=C(NC=N1)CC(C(=O)NC(CS)C(=O)O)NC(=O)C(CO)NC(=O)CN,Success,0.000156
18486510,C1=C(NC=N1)CC(C(=O)NC(CO)C(=O)O)NC(=O)C(CS)NC(=O)CN,-1.8239143788814545,Sulfide_thioether,C14H22N6O6S,3,18488189,C1=C(NC=N1)CC(C(=O)NC(CO)C(=O)NC(CS)C(=O)O)NC(=O)CN,Success,0.000158
18486510,C1=C(NC=N1)CC(C(=O)NC(CO)C(=O)O)NC(=O)C(CS)NC(=O)CN,-1.8239143788814545,Sulfide_thioether,C14H22N6O6S,4,18490725,C1=C(NC=N1)CC(C(=O)O)NC(=O)C(CS)NC(=O)C(CO)NC(=O)CN,Success,0.000200
18486510,C1=C(NC=N1)CC(C(=O)NC(CO)C(=O)O)NC(=O)C(CS)NC(=O)CN,-1.8239143788814545,Sulfide_thioether,C14H22N6O6S,5,18486643,C1=C(NC=N1)CC(C(=O)O)NC(=O)C(CO)NC(=O)C(CS)NC(=O)CN,Success,0.000201
138042644,C1CC(=O)NC2=C1C=C(C=C2)C(=O)NC3=CC(=CC=C3)S(=O)(=O)NCC(=O)O,-1.8898772001267616,Sulfone,C18H17N3O6S,1,369069,C1=CC=C(C=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)NC(CCC(=O)N)C(=O)O,Success,0.001065
138042644,C1CC(=O)NC2=C1C=C(C=C2)C(=O)NC3=CC(=CC=C3)S(=O)(=O)NCC(=O)O,-1.8898772001267616,Sulfone,C18H17N3O6S,2,10719133,CC(=O)N[C@@H](CSSC1=CC=CC=C1C(=O)NC2=CC=C(C=C2)S(=O)(=O)N)C(=O)O,Success,0.001130
138042644,C1CC(=O)NC2=C1C=C(C=C2)C(=O)NC3=CC(=CC=C3)S(=O)(=O)NCC(=O)O,-1.8898772001267616,Sulfone,C18H17N3O6S,3,6483558,CC(=O)NC(CSSC1=CC=CC=C1C(=O)NC2=CC=C(C=C2)S(=O)(=O)N)C(=O)O,Success,0.001140
138042644,C1CC(=O)NC2=C1C=C(C=C2)C(=O)NC3=CC(=CC=C3)S(=O)(=O)NCC(=O)O,-1.8898772001267616,Sulfone,C18H17N3O6S,4,14457729,CC(=O)NC1=CC2=C(C=C1)C=C(C=C2)S(=O)(=O)NCC(=O)O,Success,0.001189
138042644,C1CC(=O)NC2=C1C=C(C=C2)C(=O)NC3=CC(=CC=C3)S(=O)(=O)NCC(=O)O,-1.8898772001267616,Sulfone,C18H17N3O6S,5,44295539,C1=CC(=CC=C1C(=O)NCCC(=O)N[C@@H](CC2=CN=CN2)C(=O)O)S(=O)(=O)N,Success,0.001215
19431790,C1=CC=C(C=C1)S(=O)CC(CC(=O)O)NC(=O)CCCCC2=CC=C(C=C2)C(=N)N,-1.825158566236837,Sulfoxide,C22H27N3O4S,1,19431758,CS(=O)C1=CC=CC=C1C(CC(=O)O)NC(=O)CCCCC2=CC=C(C=C2)C(=N)N,Success,0.000617
19431790,C1=CC=C(C=C1)S(=O)CC(CC(=O)O)NC(=O)CCCCC2=CC=C(C=C2)C(=N)N,-1.825158566236837,Sulfoxide,C22H27N3O4S,2,70062232,C1=CC=C(C=C1)S(=O)CC(CC(=O)O)NC(=O)CCCCC2=CC=C(C=C2)C=NN,Success,0.000739
19431790,C1=CC=C(C=C1)S(=O)CC(CC(=O)O)NC(=O)CCCCC2=CC=C(C=C2)C(=N)N,-1.825158566236837,Sulfoxide,C22H27N3O4S,3,19757280,C1=CC=C(C=C1)C(CC(=O)O)NC(=O)CCCCC2=CC=C(C=C2)C(=N)N,Success,0.000774
19431790,C1=CC=C(C=C1)S(=O)CC(CC(=O)O)NC(=O)CCCCC2=CC=C(C=C2)C(=N)N,-1.825158566236837,Sulfoxide,C22H27N3O4S,4,9907300,C1=CC(=CN=C1)C(CC(=O)O)NC(=O)CCCCC2=CC=C(C=C2)C(=N)N,Success,0.000807
19431790,C1=CC=C(C=C1)S(=O)CC(CC(=O)O)NC(=O)CCCCC2=CC=C(C=C2)C(=N)N,-1.825158566236837,Sulfoxide,C22H27N3O4S,5,19433667,C1CN(C(=O)C1CC2=CC=C(C=C2)C3=CC=C(C=C3)C(=N)N)CCC(=O)O,Success,0.000814
156706732,CN(C)C(=O)OC1=C(C2=C(C=C1)C(=O)C=C(O2)C3=CC=C(C=C3)CCCCP)O,-1.7491851300002281,Amide_O,C22H24NO5P,1,156706720,CCCCCC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3)OC(=O)N(C)C)O,Success,0.000562
156706732,CN(C)C(=O)OC1=C(C2=C(C=C1)C(=O)C=C(O2)C3=CC=C(C=C3)CCCCP)O,-1.7491851300002281,Amide_O,C22H24NO5P,2,174292698,CCCCCC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3)OC(=O)NCC)O,Success,0.000829
156706732,CN(C)C(=O)OC1=C(C2=C(C=C1)C(=O)C=C(O2)C3=CC=C(C=C3)CCCCP)O,-1.7491851300002281,Amide_O,C22H24NO5P,3,138470217,CCCNCCNC(=O)OC1=C2C=C(OC2=C(C3=CC=CC=C31)O)C(=O)C,Success,0.001025
156706732,CN(C)C(=O)OC1=C(C2=C(C=C1)C(=O)C=C(O2)C3=CC=C(C=C3)CCCCP)O,-1.7491851300002281,Amide_O,C22H24NO5P,4,164597682,CN(C)C(=O)OC1=C(C2=C(C=C1)C(=O)C=C(O2)C3=CC=C(C=C3)CCCCBr)O,Success,0.001090
156706732,CN(C)C(=O)OC1=C(C2=C(C=C1)C(=O)C=C(O2)C3=CC=C(C=C3)CCCCP)O,-1.7491851300002281,Amide_O,C22H24NO5P,5,146319861,CC(C)(C)OC(=O)N1CCN(CC1)C2=CC(=O)C3=C(O2)C(=CS3)C4=CC(=CC=C4)N,Success,0.001100
168613074,CCOC1=C(C(=CC(=C1)C=NN=C(N)SCC2=CC=CC=C2)Br)OC(C)C(=O)OC,-1.7239616811277756,Azine,C21H24BrN3O4S,1,168612934,CCOC1=C(C(=CC(=C1)C=NN=C(N)SCC2=CC=CC=C2)Br)OCC(=O)OCC,Success,0.000205
168613074,CCOC1=C(C(=CC(=C1)C=NN=C(N)SCC2=CC=CC=C2)Br)OC(C)C(=O)OC,-1.7239616811277756,Azine,C21H24BrN3O4S,2,168613069,CCOC(=O)C(C)OC1=C(C=C(C=C1Br)C=NN=C(N)SCC2=CC=CC=C2)OC,Success,0.000206
168613074,CCOC1=C(C(=CC(=C1)C=NN=C(N)SCC2=CC=CC=C2)Br)OC(C)C(=O)OC,-1.7239616811277756,Azine,C21H24BrN3O4S,3,168612958,CCOC1=C(C=C(C(=C1)C=NN=C(N)SCC2=CC=CC=C2)Br)OCC(=O)OCC,Success,0.000311
168613074,CCOC1=C(C(=CC(=C1)C=NN=C(N)SCC2=CC=CC=C2)Br)OC(C)C(=O)OC,-1.7239616811277756,Azine,C21H24BrN3O4S,4,168613070,CCOC(=O)C(C)OC1=C(C=C(C(=C1)Br)C=NN=C(N)SCC2=CC=CC=C2)OC,Success,0.000348
168613074,CCOC1=C(C(=CC(=C1)C=NN=C(N)SCC2=CC=CC=C2)Br)OC(C)C(=O)OC,-1.7239616811277756,Azine,C21H24BrN3O4S,5,23847793,CCCCC1=CC=C(C=C1)N=CC2=CC(=C(C(=C2)I)OCC(=O)O)OC,Success,0.000780
10201982,CC(=O)NC1=CC=C(C=C1)NCC2=CC(=C(C=C2)OC)C3=CC=C(O3)P(=O)(O)O,-1.740844234824408,Phosphonic_acid,C20H21N2O6P,1,10273369,CC(=O)N(CC1=CC(=C(C=C1)OC)C2=CC=C(O2)P(=O)(O)O)C3=CC=C(C=C3)N,Success,0.000779
10201982,CC(=O)NC1=CC=C(C=C1)NCC2=CC(=C(C=C2)OC)C3=CC=C(O3)P(=O)(O)O,-1.740844234824408,Phosphonic_acid,C20H21N2O6P,2,71813167,CC1=CC=C(C=C1)NC(C2=CC=CO2)P(=O)(O)O,Success,0.001135
10201982,CC(=O)NC1=CC=C(C=C1)NCC2=CC(=C(C=C2)OC)C3=CC=C(O3)P(=O)(O)O,-1.740844234824408,Phosphonic_acid,C20H21N2O6P,3,70625815,CC(=O)NC1=C(C=CC(=C1)S(=O)C2=CC=C(C=C2)OC)N,Success,0.001199
10201982,CC(=O)NC1=CC=C(C=C1)NCC2=CC(=C(C=C2)OC)C3=CC=C(O3)P(=O)(O)O,-1.740844234824408,Phosphonic_acid,C20H21N2O6P,4,70626414,CC(=O)NC1=C(C=C(C=C1)S(=O)C2=CC=C(C=C2)OC)N,Success,0.001199
10201982,CC(=O)NC1=CC=C(C=C1)NCC2=CC(=C(C=C2)OC)C3=CC=C(O3)P(=O)(O)O,-1.740844234824408,Phosphonic_acid,C20H21N2O6P,5,91367064,COC1=CC=C(C=C1)NC2=CC=C(C=C2)OC(=O)CCC(=O)N,Success,0.001255
57741171,C1=CC=C(C=C1)C(=N)C2=C3C(=NC=N2)N(C=N3)C4C(C(C(O4)COP(=O)(O)O)O)O,-1.80616395175457,Phosphonic_acid,C17H18N5O7P,1,118205134,C1=CC(=CC(=C1)N)C2=C3C(=NC=N2)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)COP(=O)(O)O)O)O,Success,0.000895
57741171,C1=CC=C(C=C1)C(=N)C2=C3C(=NC=N2)N(C=N3)C4C(C(C(O4)COP(=O)(O)O)O)O,-1.80616395175457,Phosphonic_acid,C17H18N5O7P,2,118599577,C1=CC(=CC(=C1)N)C2=C3C(=NC=N2)N(C=N3)[C@H]4[C@@H]([C@H]([C@H](O4)COP(=O)(O)O)O)O,Success,0.000909
57741171,C1=CC=C(C=C1)C(=N)C2=C3C(=NC=N2)N(C=N3)C4C(C(C(O4)COP(=O)(O)O)O)O,-1.80616395175457,Phosphonic_acid,C17H18N5O7P,3,163199922,C1=CC=C(C=C1)NC2=C3C(=NC=N2)N(C=N3)[C@H]4[C@H](C([C@H](O4)COP(=O)(O)O)O)O,Success,0.000969
